N,R_m,R_over_lP,R_over_c_s,t_coh_s,beta,degeneracy,omega_rad_s,nu_Hz,epsilon0_J,shell_zero_point_J,bare_cutoff_M,bare_cutoff_energy_J,scalar_Casimir_energy_J,scalar_Casimir_density_J_m3,scalar_Casimir_pressure_Pa,mode_temperature_K,equal_thermal_zero_temperature_K,mean_Planck_energy_at_theta_J,theta,single_mode_compactness,scalar_Casimir_compactness,epsilon0_R_over_c_Js,scalar_Casimir_R_over_c_Js,rho_R4_Jm
207,294409224.4052162,1.8215518244659178e+43,0.9820434655671565,3.08518053693164,1,1,1.0182848672817888,0.1620650701035713,5.3692726135648e-35,5.3692726135648e-35,24,4.8323453522083195e-30,4.474393844637333e-37,8.882807045160036e-64,2.960935681720012e-64,7.777896646526089e-12,7.079746628317379e-12,1.07385452271296e-34,0.9102392266268373,3.01381740415522e-87,2.511514503462683e-89,5.272859085e-35,4.3940492375000005e-37,6.673534054403202e-30
208,476364131.68913466,2.947332764255236e+43,1.5889797057173956,4.991926970185041,1,1,0.6293346582098216,0.10016172171314155,3.318392970047028e-35,3.3183929700470273e-35,24,2.986553673042325e-30,2.7653274750391895e-37,1.2959840820723011e-64,4.3199469402410034e-65,4.807004488536953e-12,4.3755240480376116e-12,6.636785940094056e-35,0.9102392266268373,1.1511758125013165e-87,9.593131770844304e-90,5.272859085000001e-35,4.3940492375e-37,6.673534054403201e-30
209,770773356.0943503,4.76888458872115e+43,2.5710231712845504,8.077107507116676,1,1,0.388950209071968,0.06190334839042986,2.0508796435177757e-35,2.0508796435177757e-35,24,1.8457916791659983e-30,1.7090663695981466e-37,1.8908152934605658e-65,6.302717644868553e-66,2.9708921579891423e-12,2.7042225802797725e-12,4.1017592870355514e-35,0.9102392266268373,4.397100333487273e-88,3.6642502779060606e-90,5.272859085e-35,4.3940492375000005e-37,6.673534054403201e-30
210,1247137487.783484,7.71621735297638e+43,4.160002877001943,13.069034477301706,1,1,0.24038444913785406,0.03825837332271177,1.2675133265292543e-35,1.2675133265292543e-35,24,1.1407619938763287e-30,1.0562611054410452e-37,2.758662335009229e-66,9.19554111669743e-67,1.8361123305478136e-12,1.6713014677578417e-12,2.5350266530585086e-35,0.9102392266268373,1.679542875448643e-88,1.399619062873869e-90,5.272859085000001e-35,4.3940492375e-37,6.673534054403201e-30
211,2017910843.877833,1.2485101941697521e+44,6.731026048286488,21.146141984418367,1,1,0.14856575993411425,0.02364497506771814,7.833663169885233e-36,7.833663169885233e-36,24,7.05029685289671e-31,6.528052641571027e-38,4.0248341045890136e-67,1.3416113681963378e-67,1.1347798274413311e-12,1.0329211125219333e-12,1.5667326339770465e-35,0.9102392266268373,6.415282928586509e-89,5.346069107155424e-91,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
212,3265048331.6613145,2.0201319294673887e+44,10.891028925288422,34.21517646172005,1,1,0.09181868920373999,0.014613398254993663,4.841470095407318e-36,4.841470095407318e-36,24,4.3573230858665865e-31,4.034558412839432e-38,5.872153820307498e-68,1.9573846067691658e-68,7.013325031064837e-13,6.383803552359096e-13,9.682940190814637e-36,0.9102392266268373,2.450420031273085e-89,2.0420166927275709e-91,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
213,5282959175.539144,3.2686421236371385e+44,17.622054973574897,55.36131844613838,1,1,0.05674707073037436,0.009031576812724491,2.9921930744779204e-36,2.9921930744779204e-36,24,2.6929737670301286e-31,2.4934942287316e-38,8.567356962622689e-69,2.855785654207563e-69,4.3344732433484834e-13,3.9454075728602426e-13,5.984386148955841e-36,0.9102392266268373,9.359771652327391e-90,7.799809710272826e-92,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
214,8548007507.200452,5.288774053104523e+44,28.5130838988633,89.57649490785836,1,1,0.03507161847336569,0.005581821442269182,1.8492770209294013e-36,1.8492770209294013e-36,24,1.6643493188364613e-31,1.5410641841078343e-38,1.249960535283728e-69,4.166535117612426e-70,2.6788517877163585e-13,2.4383959794988583e-13,3.6985540418588025e-36,0.9102392266268373,3.5751146442513033e-90,2.979262203542753e-92,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
215,13830966682.739586,8.557416176741656e+44,46.13513887243816,144.93781335399663,1,1,0.021675452257008707,0.0034497553704553154,1.1429160535485211e-36,1.1429160535485211e-36,24,1.028624448193669e-31,9.524300446237676e-39,1.8236678436338806e-70,6.078892812112935e-71,1.655621455632128e-13,1.5070115933613868e-13,2.2858321070970422e-36,0.9102392266268373,1.3655722804265104e-90,1.1379769003554253e-92,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
216,22378974189.940018,1.3846190229846166e+45,74.64822277130139,234.51430826185478,1,1,0.013396166216357011,0.002132066071813871,7.063609673808814e-37,7.063609673808814e-37,24,6.357248706427932e-32,5.886341394840678e-39,2.6606955259986166e-71,8.868985086662056e-72,1.023230332084232e-13,9.313843861374731e-14,1.4127219347617628e-36,0.9102392266268373,5.216021970282248e-91,4.346684975235207e-93,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
217,36209940872.67958,2.2403606406587808e+45,120.78336164373948,379.4521216158512,1,1,0.008279286040651715,0.0013176892986414472,4.365550861676408e-37,4.365550861676407e-37,24,3.928995775508766e-32,3.6379590513970056e-39,3.881902456514601e-72,1.293967485504867e-72,6.323911235478978e-14,5.756272072239151e-14,8.731101723352815e-37,0.9102392266268373,1.9923431065816265e-91,1.6602859221513553e-93,5.272859085000001e-35,4.3940492375e-37,6.673534054403202e-30
218,58588915062.620384,3.6249796636434464e+45,195.43158441504352,613.9664298777142,1,1,0.005116880175705233,0.0008143767731724138,2.6980588121323736e-37,2.6980588121323736e-37,24,2.428252930919136e-32,2.2483823434436447e-39,5.66361935615969e-73,1.8878731187198967e-73,3.908392085363294e-14,3.557571789135537e-14,5.396117624264747e-37,0.9102392266268373,7.610073494626065e-92,6.341727912188388e-94,5.272859085e-35,4.3940492375e-37,6.673534054403202e-30
219,94798855935.3004,5.865340304302254e+45,316.21494605878445,993.4185514935699,1,1,0.0031624058649463702,0.0005033125254690156,1.6674920495439751e-37,1.6674920495439751e-37,24,1.5007428445895776e-32,1.3895767079533124e-39,8.263109279739283e-74,2.7543697599130945e-74,2.4155191501155977e-14,2.1987002831035372e-14,3.3349840990879502e-37,0.9102392266268373,2.9067894180624696e-92,2.422324515052058e-94,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
220,153387770997.9207,9.490319967945694e+45,511.6465304738276,1607.3849813712832,1,1,0.0019544743107588673,0.0003110642477033989,1.0305667625884006e-37,1.0305667625884006e-37,24,9.275100863295605e-33,8.58805635490334e-40,1.205571396577949e-74,4.018571321926497e-75,1.4928729352476994e-14,1.3588715060320025e-14,2.061133525176801e-37,0.9102392266268373,1.110294759561337e-92,9.252456329677807e-95,5.272859085e-35,4.3940492375000005e-37,6.673534054403202e-30
221,248186626933.2209,1.5355660272247937e+46,827.8614765326114,2600.803532864851,1,1,0.0012079315541875051,0.00019224827776561707,6.369252869555756e-38,6.369252869555756e-38,24,5.732327582600181e-33,5.307710724629796e-40,1.7589049630634492e-75,5.86301654354483e-76,9.226462148678999e-15,8.39828777071536e-15,1.2738505739111511e-37,0.9102392266268373,4.240948606215389e-93,3.534123838512824e-95,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
222,401574397931.14136,2.4845980240193616e+46,1339.5080070064382,4208.188514236132,1,1,0.0007465427565713637,0.00011881596993778208,3.9364147563282586e-38,3.936414756328258e-38,24,3.542773280695432e-33,3.280345630273549e-40,2.5662077566462886e-76,8.554025855487628e-77,5.702267203798009e-15,5.190427289604677e-15,7.872829512656517e-38,0.9102392266268373,1.6198982230327861e-93,1.349915185860655e-95,5.272859085e-35,4.3940492375000005e-37,6.673534054403202e-30
223,649761024864.3617,4.0201640512441517e+46,2167.369483539048,6808.992047100976,1,1,0.000461388797616142,7.343230782783509e-05,2.4328381132275007e-38,2.4328381132275007e-38,24,2.18955430190475e-33,2.0273650943562503e-40,3.744046658895025e-77,1.2480155529650085e-77,3.5241949448809953e-15,3.2078604811106865e-15,4.865676226455001e-38,0.9102392266268373,6.187460628829676e-94,5.1562171906913965e-96,5.272859085e-35,4.394049237499999e-37,6.6735340544032e-30
224,1051335422795.5022,6.504762075263508e+46,3506.8774905454834,11017.1805613371,1,1,0.00028515395895522237,4.538366210994708e-05,1.5035766431007613e-38,1.5035766431007613e-38,24,1.3532189787906853e-33,1.252980535917301e-40,5.462490458022235e-78,1.8208301526740783e-78,2.1780722589170185e-15,1.9825668084939955e-15,3.0071532862015227e-38,0.9102392266268373,2.3633996561611403e-94,1.969499713467617e-96,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
225,1701096447659.8625,1.0524926126507652e+47,5674.246974084526,17826.17260843806,1,1,0.00017623483866092,2.804864571788808e-05,9.292614701267413e-39,9.292614701267411e-39,24,8.36335323114067e-34,7.74384558438951e-41,7.96966617205306e-79,2.6565553906843534e-79,1.3461226859639795e-15,1.2252936726166938e-15,1.8585229402534826e-38,0.9102392266268373,9.027383396537418e-95,7.522819497114515e-97,5.272859085000001e-35,4.3940492375e-37,6.673534054403202e-30
226,2752431870455.363,1.7029688201771148e+47,9181.124464630004,28843.35316977514,1,1,0.00010891912029430261,1.7335016392059035e-05,5.7431517297402144e-39,5.743151729740214e-39,24,5.168836556766192e-34,4.785959774783511e-41,1.1627586241489468e-79,3.875862080496489e-80,8.319495729530408e-16,7.572731358773034e-16,1.1486303459480429e-38,0.9102392266268373,3.4481536280008274e-95,2.8734613566673563e-97,5.272859085000001e-35,4.394049237499999e-37,6.6735340544032e-30
227,4453528318115.223,2.7554614328278782e+47,14855.371438714521,46669.525778213174,1,1,6.73157183666175e-05,1.0713629325829061e-05,3.549462971527204e-39,3.5494629715272036e-39,24,3.194516674374483e-34,2.957885809606003e-41,1.696441969895537e-80,5.654806566318456e-81,5.1417311301093965e-16,4.680205367393911e-16,7.098925943054409e-39,0.9102392266268373,1.3170774874650561e-95,1.0975645728875467e-97,5.272859085000001e-35,4.3940492375e-37,6.6735340544032e-30
228,7205960188570.58,4.45843025300499e+47,24036.49590334451,75512.87894798827,1,1,4.1603401927685187e-05,6.621387066229985e-06,2.1936887582130134e-39,2.1936887582130137e-39,24,1.9743198823917122e-34,1.8280739651775112e-41,2.475075477792713e-81,8.250251592642377e-82,3.177764599421016e-16,2.8925259913791273e-16,4.387377516426027e-39,0.9102392266268373,5.030788343943384e-96,4.19232361995282e-98,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
229,11659488506685.793,7.213891685832862e+47,38891.867342059,122182.40472620132,1,1,2.5712316438932356e-05,4.092242259599084e-06,1.3557742133141932e-39,1.3557742133141932e-39,24,1.2201967919827736e-34,1.1298118444284943e-41,3.611086455935802e-82,1.2036954853119339e-82,1.9639665306883836e-16,1.7876793760147872e-16,2.7115484266283864e-39,0.9102392266268373,1.9215901571795786e-96,1.601325130982982e-98,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
230,18865448695256.36,1.1672321938837844e+48,62928.36324540346,197695.28367418944,1,1,1.5891085488752864e-05,2.529144806630906e-06,8.379145448988221e-40,8.379145448988221e-40,24,7.541230904089399e-35,6.982621207490184e-42,5.268504136234298e-83,1.7561680454114327e-83,1.2137980687326352e-16,1.1048466153643426e-16,1.6758290897976442e-39,0.9102392266268373,7.339821275953472e-97,6.116517729961226e-99,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
231,30524937201942.13,1.8886213624670692e+48,101820.23058746237,319877.68840039056,1,1,9.82123095017951e-06,1.5630974529681813e-06,5.178596684153722e-40,5.178596684153722e-40,24,4.66073701573835e-35,4.315497236794768e-42,7.686643942819899e-84,2.5622146476066328e-84,7.501684619557499e-17,6.828327606504458e-17,1.0357193368307443e-39,0.9102392266268373,2.8035622560646083e-97,2.3363018800538403e-99,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
232,49390385897198.46,3.0558535563508516e+48,164748.59383286574,517572.9720745797,1,1,6.069854538573365e-06,9.660473536627265e-07,3.200548764834505e-40,3.2005487648345047e-40,24,2.8804938883510544e-35,2.667123970695421e-42,1.1214662373961971e-84,3.738220791320657e-85,4.6362960677688605e-17,4.220138547138975e-17,6.40109752966901e-40,0.9102392266268373,1.070865492240345e-97,8.923879102002875e-100,5.272859085e-35,4.3940492375000005e-37,6.673534054403201e-30
233,79915323099140.53,4.944474918817917e+48,266568.8244203279,837450.6604749697,1,1,3.7513764116061515e-06,5.970500993054555e-07,1.9780479193192193e-40,1.9780479193192193e-40,24,1.7802431273872974e-35,1.6483732660993496e-42,1.6361971895347004e-85,5.453990631782335e-86,2.865388551788643e-17,2.608189059365488e-17,3.956095838638439e-40,0.9102392266268373,4.0903422065642555e-98,3.408618505470213e-100,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
234,129305708996338.89,8.000328475168763e+48,431317.4182531933,1355023.6325495483,1,1,2.3184781269672184e-06,3.6899725435727175e-07,1.222500845515288e-40,1.222500845515288e-40,24,1.1002507609637593e-35,1.0187507045960734e-42,2.3871795278090552e-86,7.957265092696851e-87,1.770907515980221e-17,1.6119494877734897e-17,2.445001691030576e-40,0.9102392266268373,1.562371697289304e-98,1.3019764144077533e-100,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
235,209221032095479.28,1.294480339398667e+49,697886.2426735208,2192474.293024516,1,1,1.4328982846389358e-06,2.2805284494818427e-07,7.555470738039328e-41,7.555470738039328e-41,24,6.799923664235397e-36,6.2962256150327745e-43,3.4828479931634834e-87,1.1609493310544945e-87,1.0944810358084246e-17,9.962395715920001e-18,1.5110941476078656e-40,0.9102392266268373,5.967728853036526e-99,4.973107377530439e-101,5.272859085e-35,4.3940492375000005e-37,6.673534054403202e-30
236,338526741091817.94,2.094513186915542e+49,1129203.6609267134,3547497.925574062,1,1,8.855798423282841e-07,1.4094440940908771e-07,4.669537717113561e-41,4.669537717113561e-41,24,4.2025839454022044e-36,3.891281430927967e-43,5.081406740537854e-88,1.6938022468459513e-88,6.764264801717975e-18,6.157099161814907e-18,9.339075434227121e-41,0.9102392266268373,2.2794695862165297e-99,1.8995579885137748e-101,5.272859085e-35,4.3940492375000005e-37,6.673534054403201e-30
237,547747773187296.8,3.3889935263142065e+49,1827089.9036002327,5739972.218598574,1,1,5.473184423106527e-07,8.710843553909674e-08,2.8859330209257735e-41,2.8859330209257735e-41,24,2.5973397188331965e-36,2.404944184104811e-43,7.413672521300738e-89,2.4712241737669128e-89,4.180545556366279e-18,3.805296554105103e-18,5.771866041851547e-41,0.9102392266268373,8.706799056130565e-100,7.255665880108805e-102,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
238,886274514279114.1,5.483506713229744e+49,2956293.564526944,9287470.14417263,1,1,3.3826140001763206e-07,5.3835973869991075e-08,1.7836046961877904e-41,1.7836046961877904e-41,24,1.6052442265690113e-36,1.4863372468231586e-43,1.0816402437265235e-89,3.6054674790884116e-90,2.583719245351701e-18,2.351802607709808e-18,3.567209392375581e-41,0.9102392266268373,3.325701306226375e-100,2.771417755188646e-102,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
239,1434022287466409.8,8.872500239543944e+49,4783383.468127172,15027442.36277119,1,1,2.0905704229302105e-07,3.327246166910572e-08,1.1023283247379853e-41,1.1023283247379852e-41,24,9.920954922641867e-37,9.186069372816543e-44,1.5780918478491219e-90,5.260306159497073e-91,1.596826311014581e-18,1.4534939463952978e-18,2.2046566494759706e-41,0.9102392266268373,1.2703048625485545e-100,1.0585873854571288e-102,5.272859085000001e-35,4.3940492375e-37,6.673534054403201e-30
240,2320296801745522.0,1.4356006952773678e+50,7739677.03265411,24314912.506943803,1,1,1.2920435772461132e-07,2.0563512200885402e-08,6.812763714498068e-42,6.812763714498068e-42,24,6.1314873430482604e-37,5.677303095415056e-44,2.3024049767858937e-91,7.67468325595298e-92,9.868929343371223e-19,8.983086613145124e-19,1.3625527428996136e-41,0.9102392266268373,4.852132814192851e-101,4.043444011827376e-103,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
241,3754319089211929.0,2.3228507192317604e+50,12523060.500781273,39342354.86971497,1,1,7.985268456840988e-08,1.2708949468220343e-08,4.210519532881793e-42,4.2105195328817925e-42,24,3.789467579593614e-37,3.508766277401494e-44,3.359163590100033e-92,1.119721196700011e-92,6.0993337667746e-19,5.551852850807867e-19,8.421039065763586e-42,0.9102392266268373,1.8533498170929927e-101,1.5444581809108274e-103,5.272859085000001e-35,4.3940492375e-37,6.673534054403201e-30
242,6074615890957447.0,3.7584514145091255e+50,20262737.53343537,63657267.37665873,1,1,4.9351673156201553e-08,7.854562732665077e-09,2.60224418161628e-42,2.6022441816162797e-42,24,2.342019763454652e-37,2.1685368180135662e-44,4.9009536284124625e-93,1.6336512094708208e-93,3.769595576596629e-19,3.431233762337263e-19,5.20448836323256e-42,0.9102392266268373,7.07916637086123e-102,5.899305309051025e-104,5.272859085000001e-35,4.3940492375e-37,6.673534054403201e-30
243,9828934980169368.0,6.081302133740881e+50,32785798.034216616,102999622.24637361,1,1,3.0501011412208375e-08,4.854386735555274e-09,1.608275351265516e-42,1.608275351265516e-42,24,1.4474478161389645e-37,1.3402294593879302e-44,7.150394978868543e-94,2.383464992956181e-94,2.3297381901779756e-19,2.120619088470608e-19,3.216550702531032e-42,0.9102392266268373,2.70400094165375e-102,2.2533341180447918e-104,5.272859085e-35,4.3940492375000005e-37,6.673534054403201e-30
244,1.590355087112703e+16,9.83975354825014e+50,53048535.5676527,166656889.6230346,1,1,1.8850661743992947e-08,3.000175997109766e-09,9.939688303507516e-43,9.939688303507514e-43,24,8.945719473156763e-38,8.283073586256263e-45,1.0432285679549916e-94,3.477428559849972e-95,1.4398573864186358e-19,1.3106146738666383e-19,1.987937660701503e-42,0.9102392266268373,1.0328364540999828e-102,8.60697045083319e-105,5.272859085000001e-35,4.3940492375000005e-37,6.673534054403202e-30
245,2.5732485851296516e+16,1.5921055681991094e+51,85834333.60186972,269656511.86940944,1,1,1.1650349668215018e-08,1.854210738445443e-09,6.143065209147429e-43,6.143065209147429e-43,24,5.528758688232685e-38,5.1192210076228574e-45,1.5220499681679102e-95,5.073499893893034e-96,8.898808037593086e-20,8.100044146039415e-20,1.2286130418294858e-42,0.9102392266268373,3.9450842064627324e-103,3.287570172052277e-105,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
246,4.163603672242351e+16,2.5760809230241214e+51,138882869.16952232,436313401.4924437,1,1,7.200312075777946e-09,1.1459652586643257e-09,3.796623094360095e-43,3.796623094360095e-43,24,3.4169607849240846e-38,3.1638525786334124e-45,2.220640976254288e-96,7.402136587514294e-97,5.499765826593282e-20,5.006102592626978e-20,7.59324618872019e-43,0.9102392266268373,1.506888078388358e-103,1.2557400653236317e-105,5.272859085e-35,4.3940492375000005e-37,6.673534054403201e-30
247,6.736852257371998e+16,4.168186491223228e+51,224717202.77139187,705969913.3618526,1,1,4.450037592437081e-09,7.082454797811185e-10,2.3464421147873388e-43,2.3464421147873388e-43,24,2.1117979033086046e-38,1.9553684289894487e-45,3.2398715210088217e-97,1.0799571736696073e-97,3.3990422109998105e-20,3.0939415534124427e-20,4.6928842295746776e-43,0.9102392266268373,5.755800287023374e-104,4.796500239186145e-106,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
248,1.0900455929614344e+17,6.744267414247345e+51,363600071.940914,1142283314.8542957,1,1,2.7502744833408687e-09,4.377197788832078e-10,1.450180979572758e-43,1.450180979572758e-43,24,1.3051628816154824e-38,1.208484149643965e-45,4.7269088451883154e-98,1.5756362817294386e-98,2.1007236155934753e-20,1.9121610392145384e-20,2.900361959145516e-43,0.9102392266268373,2.1985200771865302e-104,1.8321000643221084e-106,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
249,1.763730818698633e+17,1.0912453905470565e+52,588317274.7123054,1848253228.216147,1,1,1.6997631090962143e-09,2.705257008979111e-10,8.96261135214582e-44,8.96261135214582e-44,24,8.066350216931238e-39,7.46884279345485e-46,6.896467062299512e-99,2.2988223540998374e-99,1.2983185954063371e-20,1.1817805141979059e-20,1.792522270429164e-43,0.9102392266268373,8.39759944536213e-105,6.997999537801776e-107,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
250,2.853776411660065e+17,1.7656721319717896e+52,951917346.6532186,2990536543.0704403,1,1,1.0505113742446567e-09,1.671940779852971e-10,5.539198443581773e-44,5.539198443581773e-44,24,4.9852785992235957e-39,4.615998702984811e-46,1.0061809842133157e-99,3.3539366140443856e-100,8.0240502018714e-21,7.30380525016634e-21,1.1078396887163547e-43,0.9102392266268373,3.2075975642210727e-105,2.6729979701842273e-107,5.272859085e-35,4.3940492375e-37,6.673534054403202e-30
251,4.6175072303586944e+17,2.856917522518844e+52,1540234621.3655229,4838789771.286584,1,1,6.492517348515591e-10,1.0333162291261422e-10,3.4234129085640545e-44,3.4234129085640545e-44,24,3.081071617707649e-39,2.8528440904700453e-46,1.4679982719368025e-100,4.893327573122675e-101,4.9591357521919824e-21,4.513999891812729e-21,6.846825817128109e-44,0.9102392266268373,1.2251932473010775e-105,1.0209943727508979e-107,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
252,7.471283642018753e+17,4.6225896544906296e+52,2492151968.0187397,7829326314.3570175,1,1,4.0125963939309843e-10,6.386245507268303e-11,2.115785535017723e-44,2.1157855350177228e-44,24,1.9042069815159504e-39,1.763154612514769e-46,2.1417806142444093e-101,7.139268714148031e-102,3.064914449679423e-21,2.7898053583536167e-21,4.231571070035446e-44,0.9102392266268373,4.6798217768215665e-106,3.899851480684639e-108,5.272859085e-35,4.3940492375e-37,6.673534054403202e-30
253,1.2088790872377439e+18,7.479507177009468e+52,4032386589.3842597,12668116085.64359,1,1,2.479920954584612e-10,3.946916783993127e-11,1.3076273735463345e-44,1.3076273735463342e-44,24,1.176864636191701e-39,1.0896894779552785e-46,3.124815803428028e-102,1.0416052678093427e-102,1.8942213025125638e-21,1.7241945334591165e-21,2.615254747092669e-44,0.9102392266268373,1.7875328574539158e-106,1.48961071454493e-108,5.272859085000001e-35,4.3940492375e-37,6.673534054403201e-30
254,1.9560074514396178e+18,1.210209683150009e+53,6524538557.402994,20497442400.000595,1,1,1.5326754393463754e-10,2.4393287232751806e-11,8.081581614713902e-45,8.0815816147139e-45,24,7.2734234532425115e-40,6.734651345594917e-47,4.559044815520624e-103,1.5196816051735412e-103,1.1706931471668616e-21,1.0656108248945023e-21,1.6163163229427804e-44,0.9102392266268373,6.827767955401758e-107,5.689806629501465e-109,5.272859085000001e-35,4.3940492375e-37,6.6735340544032e-30
255,3.1648865386773596e+18,1.9581604008509545e+53,10556925146.787247,33165558485.644165,1,1,9.472455152382383e-11,1.507588060717949e-11,4.994692120749451e-45,4.99469212074945e-45,24,4.495222908674505e-40,4.1622434339578755e-47,6.651556743640301e-104,2.2171855812134337e-104,7.235281553457034e-22,6.585837085646153e-22,9.989384241498902e-45,0.9102392266268373,2.6079752916660974e-107,2.1733127430550813e-109,5.272859085000001e-35,4.3940492375e-37,6.673534054403202e-30
256,5.120893990116974e+18,3.1683700840009613e+53,17081463704.19023,53663000885.64472,1,1,5.85429924108138e-11,9.317406625572333e-12,3.086889493964456e-45,3.086889493964456e-45,24,2.77820054456801e-40,2.5724079116370466e-47,9.704490502757732e-105,3.2348301675859107e-105,4.471649918211588e-22,4.0702711632988766e-22,6.173778987928912e-45,0.9102392266268373,9.961579195965301e-108,8.301315996637752e-110,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
257,8.285780528794327e+18,5.126530484851912e+53,27638388850.977455,86828559371.28882,1,1,3.6181559113010094e-11,5.758473981607169e-12,1.907802626784998e-45,1.9078026267849983e-45,24,1.7170223641064983e-40,1.5898355223208318e-47,1.415866082900966e-105,4.719553609669887e-106,2.76363163524545e-22,2.5155659223472803e-22,3.815605253569996e-45,0.9102392266268373,3.804984671234899e-108,3.170820559362416e-110,5.272859084999999e-35,4.3940492375e-37,6.6735340544032e-30
258,1.3406674518911291e+19,8.294900568852867e+53,44719852555.167656,140491560256.93344,1,1,2.236143329780375e-11,3.5589326439651693e-12,1.1790868671794601e-45,1.17908686717946e-45,24,1.061178180461514e-40,9.825723893162167e-48,2.065720775490125e-106,6.885735918300416e-107,1.7080182829661414e-22,1.554705240951599e-22,2.3581737343589203e-45,0.9102392266268373,1.4533748177393886e-108,1.2111456814494905e-110,5.272859085000001e-35,4.3940492375e-37,6.673534054403201e-30
259,2.1692455047705604e+19,1.342143105370477e+54,72358241406.14507,227320119628.2221,1,1,1.3820125815206372e-11,2.1995413376420037e-12,7.287157596055394e-46,7.287157596055396e-46,24,6.558441836449856e-41,6.072631330046162e-48,3.013845994211866e-107,1.0046153314039554e-107,1.0556133522793112e-22,9.608606813956834e-23,1.4574315192110788e-45,0.9102392266268373,5.551397819832634e-109,4.626164849860528e-111,5.272859084999999e-35,4.3940492375e-37,6.673534054403201e-30
260,3.5099129566616867e+19,2.171633162255762e+54,117078093961.31262,367811679885.1552,1,1,8.541307482597392e-12,1.3593913063231678e-12,4.5037110757392135e-46,4.5037110757392135e-46,24,4.0533399681652914e-41,3.7530925631160115e-48,4.3971420458177705e-108,1.4657140152725902e-108,6.524049306868311e-23,5.938445595559165e-23,9.007422151478427e-46,0.9102392266268373,2.1204452821040036e-109,1.7670377350866696e-111,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
261,5.679158461432243e+19,3.5137762676262365e+54,189436335367.45755,595131799513.377,1,1,5.278818332608992e-12,8.40150031318838e-13,2.7834465203161875e-46,2.783446520316187e-46,24,2.505101868284568e-41,2.319538766930156e-48,6.4153437860565345e-109,2.1384479286855115e-109,4.032084215924811e-23,3.670161218397678e-23,5.566893040632375e-46,0.9102392266268373,8.099380264793709e-110,6.749483553994758e-112,5.272859085000001e-35,4.3940492375e-37,6.6735340544032e-30
262,9.189071418093924e+19,5.685409429881995e+54,306514429328.76996,962943479398.5315,1,1,3.262489149988406e-12,5.192412750043307e-13,1.7202645554230293e-46,1.7202645554230293e-46,24,1.5482380998807266e-41,1.4335537961858576e-48,9.359860442179545e-110,3.119953480726515e-110,2.4919650909435042e-23,2.2682843771614917e-23,3.4405291108460586e-46,0.9102392266268373,3.093687973341076e-110,2.5780733111175634e-112,5.272859085e-35,4.3940492375e-37,6.6735340544032e-30
263,1.4868229879526153e+20,9.199185697508222e+54,495950764696.22705,1558075278911.907,1,1,2.01632918262059e-12,3.2090875631450785e-13,1.0631819648931602e-46,1.0631819648931602e-46,24,9.568637684038442e-42,8.859849707443001e-49,1.365585234691358e-110,4.551950782304527e-111,1.5401191249813097e-23,1.4018768412361888e-23,2.1263639297863204e-46,0.9102392266268373,1.1816836552295148e-110,9.84736379357929e-113,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
264,2.4057301297620058e+20,1.4884595127390206e+55,802465194024.9963,2521018758310.4365,1,1,1.246159967367819e-12,1.9833251868982338e-13,6.570825905298707e-47,6.570825905298707e-47,24,5.913743314768836e-42,5.47568825441559e-49,1.992362006599326e-111,6.64120668866442e-112,9.518459659621971e-24,8.664075359253051e-24,1.3141651810597415e-46,0.9102392266268373,4.513629923474626e-111,3.761358269562188e-113,5.272859085e-35,4.3940492375000005e-37,6.673534054403201e-30
265,3.892553117714618e+20,2.408378082489841e+55,1298415958721.2224,4079094037222.341,1,1,7.701692152527723e-13,1.2257623762468467e-13,4.0609937436329015e-47,4.0609937436329015e-47,24,3.654894369269611e-42,3.384161453027418e-49,2.9068169928167537e-112,9.689389976055846e-113,5.882731590191136e-24,5.354693053108845e-24,8.121987487265803e-47,0.9102392266268373,1.7240532181287223e-111,1.4367110151072687e-113,5.272859085e-35,4.3940492375e-37,6.673534054403201e-30
